电影名称,评分,评论数,类型,地区,上映年份,总分
盲流感,7.3,6923,剧情/悬疑/惊悚/灾难,加拿大/巴西/日本,2008,50537.9
焦糖,7.8,6919,剧情/喜剧/爱情,黎巴嫩/法国,2007,53968.2
两个婚礼一个葬礼,6.4,6919,喜剧/爱情/同性,韩国,2012,44281.6
美国女孩的秘密,7.9,6916,剧情/家庭,美国/加拿大,2008,54636.4
老男孩,6.4,6913,剧情/动作/悬疑/惊悚,美国,2013,44243.2
午夜凶铃3：贞相大白 リング0 バ,6.6,6912,剧情/恐怖,日本,2000,45619.2
留级之王,6.7,6909,喜剧/爱情,德国/美国,2002,46290.3
曲线难题,7.3,6899,剧情/运动,美国,2012,50362.7
她爱上了我的谎 カノジョは嘘を愛しすぎて,7.2,6899,剧情/爱情,日本,2013,49672.8
最佳嫌疑人,5.9,6899,喜剧/爱情/悬疑,中国大陆,2014,40704.1
一代骄马,8,6897,剧情/历史/运动,美国,2010,55176
安因冈,7.3,6896,剧情/科幻/短片,美国,2013,50340.8
精装追女仔 精裝追女,6.7,6895,喜剧/爱情,香港,1987,46196.5
真心英雄,7.7,6893,剧情/动作/犯罪,香港,1998,53076.1
理发师,6.3,6892,剧情/爱情/战争,中国大陆,2006,43419.6
亲密,6.4,6890,剧情/情色,法国/英国/德国/西班牙,2001,44096
青春大反抗,6.4,6880,剧情/喜剧/爱情,美国,2010,44032
时光钟摆 振り,8.7,6876,剧情/动画/短片,日本,2012,59821.2
不可分割,7.9,6874,剧情/短片,英国,2007,54304.6
大鼻子情圣,7.8,6873,剧情/喜剧/爱情/历史,法国,1990,53609.4
科学怪人,7.8,6871,剧情/爱情/科幻/恐怖,美国/日本,1994,53593.8
我的野蛮女友,3.9,6871,喜剧/爱情,中国大陆,2010,26796.9
王牌,4.5,6855,剧情/悬疑,中国大陆,2014,30847.5
花月佳期,7.8,6854,喜剧/爱情,香港,1995,53461.2
无头男人 ,8,6853,爱情/短片/奇幻,法国/阿根廷,2003,54824
性工作者2：我不卖身，我卖子宫 性工作者2 我不賣身·,6.9,6852,剧情,香港,2008,47278.8
13骇人,6.5,6850,惊悚/恐怖,美国,2014,44525
爱别离,4.6,6849,剧情/爱情,中国大陆/台湾,2013,31505.4
经过 經,6.9,6846,剧情,台湾,2005,47237.4
总统千金欧游记,6.5,6846,喜剧/爱情,美国/英国,2004,44499
猪头逛大街,7.1,6845,喜剧/冒险,美国,2008,48599.5
诡拼车,4.5,6845,悬疑/惊悚,中国大陆,2013,30802.5
倾城之恋 傾城之,6.7,6843,剧情/爱情/战争,香港,1984,45848.1
椿三十郎,8.6,6839,剧情/动作/惊悚,日本,1962,58815.4
冲锋队之怒火街头 衝鋒隊之怒火街,7.9,6839,动作/犯罪,香港,1996,54028.1
有一天,6.6,6839,剧情/爱情/科幻,台湾,1905,45137.4
新婚告急,6.4,6836,喜剧/爱情,美国/德国,2003,43750.4
侦探拍档,6.3,6835,喜剧/动作/犯罪,美国,2010,43060.5
破处之旅,6.4,6825,喜剧/爱情/冒险,美国,2008,43680
修女艾达,7.7,6810,剧情,波兰/丹麦/法国/英国,2013,52437
宝莱坞生死恋,8.3,6807,剧情/爱情/歌舞,印度,2002,56498.1
你还可爱么 你還可愛,8.3,6805,短片,香港,2011,56481.5
错爱,7.6,6803,剧情/短片/同性,美国,2005,51702.8
早餐俱乐部,8.2,6801,剧情/喜剧,美国,1985,55768.2
侠盗魅影,6.7,6801,喜剧/动作/犯罪/西部,法国/墨西哥/美国,2006,45566.7
一碌蔗,6.7,6799,剧情/喜剧/爱情,香港,2002,45553.3
李小龙我的兄弟,6.4,6797,剧情/动作/爱情/传记,中国大陆/香港,2010,43500.8
锡尔斯玛利亚,7.7,6796,剧情,法国/瑞士/德国/美国/比利时,2014,52329.2
危险关系,7.4,6780,剧情/惊悚/犯罪,美国,1997,50172
福星高照,7.1,6778,喜剧/动作,香港,1985,48123.8
淘气少女求爱记,6.4,6778,剧情/喜剧/爱情,韩国,2003,43379.2
穿越火线 Август. Восьм,6.7,6777,剧情/动作/科幻/战争,俄罗斯,2013,45405.9
罪孽,7.3,6775,剧情/惊悚,美国,2010,49457.5
幽灵世界,7.9,6774,剧情/喜剧,美国/英国/德国,2001,53514.6
间谍游戏,7,6772,动作/惊悚/犯罪,美国/德国/日本/法国,2001,47404
上锁的房间SP 鍵のかかった部屋 ス,7.7,6770,剧情,日本,2014,52129
乌鸦,7.4,6765,动作/惊悚/犯罪/奇幻,美国,1994,50061
谢利 ,7.3,6764,剧情/喜剧/爱情,英国/法国/德国,2009,49377.2
维多利亚的秘密201,8.3,6762,真人秀,美国,2012,56124.6
敲开天堂的门,8.6,6759,剧情/喜剧/动作/犯罪,德国/比利时,1997,58127.4
开心鬼救开心鬼,6.9,6756,喜剧/动画/恐怖/奇幻,香港,1905,46616.4
爱的就是你,7.3,6751,爱情/科幻/惊悚,美国,2014,49282.3
护送钱斯,8.1,6750,剧情/战争,美国,2009,54675
四个房间,7.2,6749,喜剧,美国,1995,48592.8
亚飞与亚基,7.6,6747,喜剧,香港,1992,51277.2
花与蛇2：巴黎/静子 花と蛇2,6.8,6743,情色,日本,2005,45852.4
自豪与荣耀,7,6737,剧情/惊悚/犯罪,美国/德国,2008,47159
名利场,6.8,6737,剧情/爱情,英国/美国,2004,45811.6
血溅13号,6.8,6737,剧情/动作/惊悚/犯罪,法国/美国,2005,45811.6
世界奇妙物语 2014年春之特别篇 世にも奇妙な物,6.6,6736,悬疑/惊悚/恐怖/奇幻,日本,2014,44457.6
猛龙 猛,5.8,6735,动作/犯罪,香港,2005,39063
透明人,5.7,6735,动作/科幻/惊悚/恐怖,美国,2006,38389.5
恩娇,6.6,6733,爱情,韩国,2012,44437.8
山顶小屋咚咚摇,8,6729,喜剧/动画/短片/家庭,法国,1905,53832
咒怨 录像带版 呪怨 ビデオオリジ,7.7,6727,悬疑/恐怖,日本,2000,51797.9
龙在江湖,6.8,6722,剧情/动作/犯罪,香港,1998,45709.6
镜子 Зеркал,8.9,6720,剧情/传记/历史/战争,苏联,1975,59808
街舞少年,7.3,6720,剧情/爱情/歌舞,美国,2007,49056
深入敌后,7.3,6719,剧情/动作/惊悚/战争,美国,2001,49048.7
伊夫圣罗兰传,6.6,6716,爱情/同性/传记,法国,2014,44325.6
剑风传奇 黄金时代篇1：霸王之卵 ベルセルク 黄金時代篇,8.2,6715,剧情/动作/动画/战争,日本,2012,55063
同居蜜友,6.5,6714,爱情,香港,2001,43641
妇女参政论者,8,6711,剧情/传记/历史,英国,2015,53688
怪谈新耳袋 电影版 怪談新耳袋劇,7,6711,恐怖,日本,2004,46977
狱前教育,6.4,6707,喜剧,美国,2015,42924.8
来历不明,3.8,6703,科幻/悬疑,中国大陆,2013,25471.4
命运之夜剧场版 劇場,7.1,6701,动画,日本,2010,47577.1
真幌站前狂想曲 まほろ駅前狂騒,7.5,6700,剧情,日本,2014,50250
致命罗密欧,5.9,6698,剧情/动作/爱情/惊悚/犯罪,美国,2000,39518.2
坏姐姐之拆婚联盟,4.6,6694,喜剧/爱情,中国大陆/韩国,2014,30792.4
圣人文森特,7.6,6692,剧情/喜剧,美国,2014,50859.2
我们约会吧,4.7,6691,剧情/爱情,中国大陆,2011,31447.7
查理·威尔森的战争,6.6,6690,剧情/喜剧/传记,美国,2007,44154
拖延症,8,6685,动画/短片,英国,2007,53480
银魂：白夜叉降诞预告 劇場版 銀魂 〜白夜叉降,9.6,6684,剧情/喜剧/动画/短片,日本,2008,64166.4
蒙古王,6.8,6684,剧情/爱情/传记/战争,哈萨克斯坦/俄罗斯/蒙古/德国,2007,45451.2
九个女仔一只鬼 9個女仔,6.2,6679,喜剧,香港,1905,41409.8
机器战警,6.9,6674,动作/科幻/惊悚/犯罪,美国,1990,46050.6
我爱贝克汉姆,6.5,6674,剧情/喜剧/爱情/运动,德国/英国/美国,2002,43381
红颜,7.9,6673,剧情,中国/法国,2005,52716.7
古畑任三郎之复苏之死 古畑任三郎ファイナル 今、甦,9.1,6672,悬疑/犯罪,日本,2006,60715.2
狼族盟约,6.7,6669,动作/悬疑/恐怖/历史,法国,2001,44682.3
生死谍变,7.4,6666,剧情/动作/爱情/悬疑/惊悚/犯罪,韩国,1999,49328.4
董存瑞,7.1,6662,剧情/传记/战争,中国大陆,1905,47300.2
神汉流氓,7.1,6660,喜剧/犯罪,韩国,2013,47286
小胖妞,8.7,6658,动作/动画/短片,中国大陆,2011,57924.6
去年在马里昂巴德 L&,8.2,6657,剧情/爱情/悬疑,法国/意大利,1961,54587.4
怪谈 怪,8.2,6652,恐怖/奇幻,日本,1964,54546.4
皇家刺青,4.8,6645,剧情/悬疑/武侠/古装,中国,2009,31896
20世纪少年 20世紀少年 第1章,6.8,6644,科幻/悬疑/奇幻/冒险,日本,2008,45179.2
最后的吸血鬼,7.7,6636,动作/动画/恐怖,日本,2000,51097.2
百夫长,6.3,6633,剧情/动作/惊悚/历史/战争/冒险,英国,2010,41787.9
三更,7.1,6632,恐怖,香港/日本/韩国,2004,47087.2
造雨人,8.1,6629,剧情/惊悚/犯罪,美国,1997,53694.9
雷霆战警,5.8,6629,动作,香港,2000,38448.2
投靠女与出走男 駆込み女と駆出し,8.2,6626,剧情/喜剧,日本,2015,54333.2
杀手悲歌,7.5,6617,剧情/动作/惊悚/犯罪,墨西哥/美国,1992,49627.5
胡狼来了,5.4,6617,剧情/喜剧/犯罪,韩国,2012,35731.8
尼罗河上的惨案,8.5,6610,剧情/悬疑/犯罪,英国,2004,56185
玩具总动员之惊魂夜,8.1,6606,喜剧/动画/短片,美国,2013,53508.6
生命之门,8.5,6605,动画/短片,法国,2010,56142.5
轮回 輪,6.7,6605,悬疑/恐怖,日本,2005,44253.5
约会～恋爱究竟是什么呢～ 2015夏季SP 秘密温泉 デート～恋とはどんな,8.4,6604,剧情/喜剧,日本,2015,55473.6
北京杂种,6.6,6603,剧情,中国大陆,1993,43579.8
感官游戏,7.1,6599,科幻/惊悚/冒险,加拿大/英国,1999,46852.9
女孩 ガー,7.2,6593,剧情/爱情,日本,2012,47469.6
沉睡者,7.8,6591,剧情/惊悚/犯罪,美国,1996,51409.8
春心荡漾,7.3,6584,剧情/喜剧/爱情,美国,2005,48063.2
再生门 ,7.3,6582,悬疑/惊悚,德国,2009,48048.6
真爱满行囊,8.3,6580,剧情,法国,2006,54614
疯狂店员,7.3,6579,喜剧,美国,2006,48026.7
亚瑟3：终极对,6.5,6579,动画/家庭/奇幻/冒险,法国,2011,42763.5
烈火战车,7.8,6576,剧情/历史/运动,英国,1981,51292.8
鼠国流浪记,7.1,6575,喜剧/动画/家庭/冒险,英国/美国,2006,46682.5
长大成人,6.3,6574,喜剧,美国,2013,41416.2
纽约提喻法,7.9,6572,剧情,美国,2008,51918.8
唯神能恕,5.5,6571,剧情/惊悚/犯罪,法国/泰国/美国/瑞典,2013,36140.5
蛇眼,6.9,6567,悬疑/惊悚/犯罪,美国,1998,45312.3
愈快乐愈堕落 愈快樂愈墮,7.3,6563,剧情/爱情/同性,香港,1998,47909.9
安娜与贝拉,8.1,6560,剧情/喜剧/动画/短片,荷兰,1984,53136
苹果核战记2 エクスマ,7.6,6558,动作/科幻/动画/惊悚,日本,2007,49840.8
预言,6.7,6550,剧情/悬疑/惊悚/奇幻,美国,2007,43885
传奇,6.5,6548,剧情/传记/犯罪,英国,2015,42562
克隆丈夫,6.9,6546,剧情/爱情/科幻,德国/匈牙利/法国,2011,45167.4
抚养亚利桑纳,7.5,6544,喜剧/悬疑/犯罪/冒险,美国,1987,49080
情定巴黎,7.5,6540,喜剧/爱情,英国/美国,1995,49050
十七岁 5月,6.7,6537,爱情,台湾,2015,43797.9
瓶子,8.3,6530,剧情/爱情/动画/短片/冒险,美国,1905,54199
科洛弗道1,7.1,6527,动作/科幻/悬疑/惊悚,美国,2016,46341.7
空战英豪,7.4,6522,剧情/动作/爱情/历史/战争/冒险,美国,2006,48262.8
不速之客,6.3,6514,动作/悬疑/惊悚,美国,2014,41038.2
今天的恋爱,5.9,6514,喜剧/爱情,韩国,2015,38432.6
星爸客,7.4,6513,喜剧,加拿大,2013,48196.2
橡皮头,8,6509,恐怖/奇幻,美国,1977,52072
被拒人生,7.5,6507,剧情/同性/传记,美国,2015,48802.5
鸡毛信,7.3,6507,战争,中国大陆,1905,47501.1
格莫拉,7.4,6506,剧情/犯罪,意大利,2008,48144.4
武士的一分 武士の一,7.8,6503,剧情/爱情,日本,2006,50723.4
最后的吸血鬼,5,6501,动作/惊悚/恐怖,香港/法国/中国大陆,2009,32505
深海之战,5.2,6500,动作/科幻/悬疑/惊悚,韩国,2011,33800
我和妻子的1778个故事 僕と,7.5,6494,剧情,日本,2011,48705
我去世的吃醋女友,5.9,6494,喜剧/爱情/奇幻,美国,2008,38314.6
理发师的情人,7.6,6493,剧情/喜剧/爱情,法国,1990,49346.8
超强台风,4.1,6493,喜剧/科幻/灾难,中国大陆,2008,26621.3
无处可逃,7.1,6489,动作/惊悚,美国,2015,46071.9
性爱录像带,5.5,6486,喜剧,美国,2014,35673
初恋,7.3,6485,剧情/爱情/犯罪,日本,2006,47340.5
邻居同居,5.6,6484,爱情,日本,2014,36310.4
咒怨(美,6.2,6483,悬疑/恐怖,美国/日本/德国,2004,40194.6
初吻,7.4,6477,喜剧/爱情,法国,1982,47929.8
搭错车,8.3,6474,剧情,香港/台湾,1905,53734.2
悸动的心,7.3,6473,剧情,美国,2011,47252.9
双面劳伦斯,7.8,6463,剧情/爱情,加拿大,2012,50411.4
愈爱愈美丽,8.2,6462,剧情/喜剧/爱情/同性,英国,1996,52988.4
布拉芙夫人,5.8,6457,爱情/惊悚/情色,韩国,2014,37450.6
狼牙山五壮士,7.2,6452,战争,中国大陆,1905,46454.4
情定日落桥,8.3,6449,喜剧/爱情,法国/美国,1979,53526.7
最后的莫希干人,7.6,6449,爱情/战争/冒险,美国,1992,49012.4
抽象画中的越南少女,6,6445,恐怖,韩国/越南,2007,38670
午夜狂奔,8.5,6442,喜剧/动作/惊悚/犯罪/冒险,美国,1988,54757
公主的诱惑,3.2,6442,喜剧/爱情,中国大陆,2013,20614.4
蠢蛋搞怪秀,8,6440,喜剧,美国,2006,51520
真相禁区,4.5,6436,悬疑/犯罪,中国大陆,2016,28962
所罗门王凯恩,5.8,6432,动作/奇幻/冒险,France/CzechRepublic/UK,2009,37305.6
黑马王子 黑馬王,6,6431,剧情/爱情,香港,1999,38586
黄飞鸿之五：龙城歼霸 黃飛鴻之五龍城殲,6.7,6426,动作,香港,1994,43054.2
少女灵异日记,3.5,6425,惊悚/恐怖,中国大陆,2013,22487.5
影子大亨,7.7,6418,剧情/喜剧/爱情/奇幻,英国/德国/美国,1994,49418.6
烈日灼人 Утомлённые солнц,8.7,6415,剧情/历史,俄罗斯/法国,1994,55810.5
午夜出租车,3.5,6412,爱情/惊悚,中国大陆,2009,22442
我家乐翻天,7.9,6411,喜剧/家庭,泰国,2010,50646.9
摇滚新乐团,7.7,6409,剧情,日本,2010,49349.3
为子搬迁,7.6,6409,剧情/喜剧/家庭,美国/英国,2009,48708.4
X档案：我要相,5.8,6408,剧情/科幻/悬疑/惊悚,美国/加拿大,2008,37166.4
冒险乐园,6.7,6407,剧情/喜剧/爱情,美国,2009,42926.9
虫师：蚀日之翳 蟲師 日蝕,9.3,6405,动画,日本,2014,59566.5
鼹鼠之歌 土竜の唄 潜入捜,6.8,6402,喜剧/动作,日本,2013,43533.6
火鸡总动员,6,6398,喜剧/动画/冒险,美国,2014,38388
布鲁克林警察,7.4,6393,剧情/动作/惊悚/犯罪,美国,2010,47308.2
笔仙,4.2,6393,悬疑/惊悚,中国大陆,2014,26850.6
委托人,7.2,6391,剧情/惊悚/犯罪,韩国,2011,46015.2
性爱之后,6.8,6390,剧情/喜剧/同性,美国,2007,43452
孪生密码,2.9,6390,动作/悬疑,中国大陆,2013,18531
谋杀似水年华,3.8,6389,爱情/悬疑,中国大陆/香港,2016,24278.2
没有青春的青春,7.6,6385,剧情/爱情/悬疑/惊悚/奇幻,美国/德国/意大利/法国,2007,48526
20岁的差,6.8,6377,喜剧/爱情,法国,2013,43363.6
再见，孩子们,8.5,6371,剧情/战争,法国/意大利/西德,1987,54153.5
观鸟大年,7.5,6371,喜剧,美国,2011,47782.5
蜗牛餐厅 食堂かたつむ,7.3,6371,剧情,日本,2010,46508.3
好景当前,6.8,6362,剧情/喜剧/爱情,美国,2013,43261.6
丑女也有春天,6,6357,喜剧,美国,2015,38142
乔治和,8,6356,喜剧/动画/短片,美国,2009,50848
我只是还没有全力以赴 俺はまだ本気出してないだ,7.4,6355,剧情/喜剧,日本,2013,47027
真实罗曼史,8.2,6351,爱情/惊悚/犯罪,美国/法国,1993,52078.2
苏默斯小镇,8,6348,剧情/喜剧,英国,2008,50784
寻找午夜之吻,7.4,6347,喜剧/爱情,美国,2007,46967.8
星河战队2：联邦英,5,6346,动作/科幻/恐怖/冒险,美国,2004,31730
果酱短片集,7.7,6345,剧情/喜剧/科幻/奇幻,日本,2002,48856.5
这里有情况,7.3,6339,剧情/喜剧/爱情,中国大陆,2011,46274.7
消失爱人,4.7,6335,爱情/悬疑,中国大陆,2016,29774.5
家在水草丰茂的地方,7.9,6332,剧情/儿童,中国大陆,2015,50022.8
德州电锯杀人狂,5.5,6332,惊悚/恐怖,美国,2013,34826
亡命夺宝,7.7,6331,喜剧/冒险,加拿大/美国,2001,48748.7
拳皇,3,6329,动作/科幻/冒险,日本/台湾/德国/加拿大/美国/英国,2012,18987
亲密如贼,6.1,6325,惊悚/犯罪,美国/德国,2009,38582.5
巴啦啦小魔仙,3.5,6324,儿童/奇幻/冒险,中国大陆,2013,22134
流星语 流星,8.5,6322,剧情/喜剧,香港,1999,53737
无极限之危情速递,2.8,6319,喜剧/动作/爱情/冒险,中国大陆,2011,17693.2
大奥 永远 右卫门佐·纲吉篇 大奥～永遠～[右衛門,6.9,6313,剧情/古装,日本,2012,43559.7
睁开你的双眼,8.2,6306,剧情/爱情/科幻/悬疑/惊悚,西班牙/法国/意大利,1997,51709.2
无穷动,6.3,6304,剧情,中国,2005,39715.2
最长的旅程,7.2,6302,剧情/爱情,美国,2015,45374.4
行过死荫之地,6.3,6300,剧情/悬疑/犯罪,美国,2014,39690
谁说我们不会爱,3.7,6299,爱情,中国大陆,2014,23306.3
极速赛车手,6.1,6290,动作/家庭/运动,美国/澳大利亚/德国,2008,38369
无境之兽,7.8,6286,剧情/战争,美国,2015,49030.8
欢乐树的朋友们：第一滴血,9,6280,喜剧/动画,美国/英国,2002,56520
房车之旅,7.2,6280,喜剧/家庭/冒险,英国/德国/美国,2006,45216
火影忍者疾风传剧场版：鸣人之死 劇場版 NARU,7.1,6280,动作/动画/家庭/奇幻/冒险,日本,2007,44588
狼来了,7.9,6272,动画/短片,中国大陆,1905,49548.8
K-19：寡,7.6,6272,剧情/惊悚/历史,英国/德国/美国/加拿大,2002,47667.2
美人依旧,6.2,6271,剧情,中国大陆/美国/香港,2005,38880.2
方子传,5.8,6265,情色/历史,韩国,2010,36337
爱在那一天,4.2,6262,剧情/爱情,中国大陆,2012,26300.4
阳阳 陽,6.7,6261,剧情,台湾,2009,41948.7
谜中谜,8,6245,喜剧/爱情/悬疑/惊悚,美国,1963,49960
杰克与吉尔,5.9,6244,喜剧/家庭,美国,2011,36839.6
切尔诺贝利日记,5.6,6243,恐怖,美国,2012,34960.8
金田一少年事件簿：吸血鬼传说杀人事件 金田一少年の事件簿 吸血鬼伝説殺人,6.9,6241,悬疑,日本,2005,43062.9
世界奇妙物语 2012年春之特別篇 世にも奇妙な物,6.9,6241,悬疑/恐怖,日本,2012,43062.9
烈火战车,6.7,6241,剧情/动作,香港,1995,41814.7
歇斯底里,7.1,6239,喜剧/爱情,英国/法国/德国/卢森堡,2011,44296.9
鬼铃,6.7,6237,剧情/科幻/悬疑/惊悚/恐怖,韩国,2002,41787.9
我的野蛮同学,6,6237,喜剧/动作,香港,2001,37422
007之,7,6236,动作/惊悚/冒险,英国,1962,43652
爱你如诗美丽,8.1,6235,剧情/喜剧/爱情,意大利,2005,50503.5
千子 センコロー,8.3,6232,动画/短片/奇幻,日本,2009,51725.6
呼喊与细语,8.7,6231,剧情/爱情,瑞典,1972,54209.7
校墓处 校墓,5.5,6224,恐怖,香港,2007,34232
蚀,8.4,6223,剧情/爱情,法国/意大利,1962,52273.2
十三猛鬼,6.4,6220,悬疑/惊悚/恐怖,美国/加拿大,2001,39808
男孩与世界,8.7,6217,剧情/动画,巴西,2013,54087.9
迷途知返,7.6,6214,剧情/喜剧/家庭,美国,2013,47226.4
这个夏天有异性 這個夏天有異,6.1,6214,喜剧/爱情,香港,2002,37905.4
随风而逝,6.7,6213,喜剧/动作,韩国,2012,41627.1
晚安，好运,7.9,6209,剧情/历史,美国/英国/法国/日本,2005,49051.1
醉拳3 醉,6.3,6206,动作,香港/中国大陆,1994,39097.8
即使这样也不是我做的 それでもボクはやってな,8.3,6201,剧情,日本,2006,51468.3
秦颂,7.3,6201,剧情,中国/香港,1996,45267.3
死亡密码 ,7.5,6198,剧情/科幻/惊悚,美国,1998,46485
极道鲜师电影版 ごくせ,6.6,6196,剧情/喜剧/动作,日本,2009,40893.6
极道鲜师电影版 ごくせ,6.6,6195,剧情/喜剧/动作,日本,2009,40887
疯狂的麦克斯,6.1,6194,动作/科幻/惊悚/冒险,澳大利亚,1979,37783.4
反斗神鹰,7.4,6192,喜剧/动作/战争,美国,1991,45820.8
倾城佳话,7.5,6191,剧情/喜剧/爱情,美国,1994,46432.5
紧急迫降,6.2,6188,动作/灾难,中国,1905,38365.6
午夜凶铃(美,6.3,6187,悬疑/恐怖,美国/日本,2002,38978.1
公主新娘,6.9,6185,喜剧/爱情/家庭/奇幻/冒险,美国,1987,42676.5
和尚与飞鱼,8.1,6183,喜剧/动画/短片/歌舞,法国,1905,50082.3
好人寥寥,7.9,6181,剧情/悬疑/惊悚/犯罪,美国,1992,48829.9
小孩不笨,8.3,6180,剧情/喜剧/家庭,新加坡,2006,51294
梦想合伙人,4,6175,剧情/爱情,中国大陆,2016,24700
假面,8.6,6170,剧情,瑞典,1966,53062
恐怖解剖室,6.3,6168,惊悚/犯罪,美国,2008,38858.4
套利交易,6.8,6166,剧情/惊悚,美国,2012,41928.8
业余小偷,7.4,6159,喜剧/犯罪,美国,2000,45576.6
纽约客@上,6.4,6158,剧情/喜剧/爱情,美国/中国大陆,2012,39411.2
流言蜚语,6.4,6155,喜剧/爱情,美国/澳大利亚,2005,39392
